image,prompt,region,age,gender,race,emotion
"03943-207614573-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 190, 'y': 58, 'w': 124, 'h': 124}",31,Man,asian,happy
"03915-207614545-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Woman,indian,neutral
"03949-207614579-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 166, 'y': 63, 'w': 101, 'h': 101}",26,Woman,white,neutral
"03908-207614538-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 184, 'y': 68, 'w': 139, 'h': 139}",35,Man,asian,disgust
"03955-207614585-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 142, 'y': 158, 'w': 222, 'h': 222}",32,Man,white,happy
"03901-207614531-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 228, 'y': 90, 'w': 136, 'h': 136}",33,Woman,white,happy
"03968-207614598-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,sad
"03936-207614566-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 209, 'y': 382, 'w': 72, 'h': 72}",27,Man,white,sad
"03933-207614563-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 173, 'y': 193, 'w': 97, 'h': 97}",21,Woman,asian,neutral
"03917-207614547-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,middle eastern,happy
"03972-207614602-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 178, 'y': 77, 'w': 96, 'h': 96}",31,Man,middle eastern,happy
"03897-207614527-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",40,Man,middle eastern,neutral
"03896-207614526-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 101, 'y': 15, 'w': 305, 'h': 305}",28,Man,white,neutral
"03894-207614524-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,fear
"03922-207614552-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,middle eastern,sad
"03945-207614575-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 100, 'y': 118, 'w': 318, 'h': 318}",27,Man,white,neutral
"03984-207614614-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,fear
"03950-207614580-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 62, 'y': 224, 'w': 67, 'h': 67}",40,Man,asian,sad
"03920-207614550-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,fear
"03958-207614588-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,black,fear
"03969-207614599-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,neutral
"03910-207614540-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,black,sad
"03975-207614605-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 191, 'y': 63, 'w': 187, 'h': 187}",28,Man,asian,happy
"03944-207614574-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,asian,fear
"03918-207614548-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Woman,white,neutral
"03981-207614611-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Woman,asian,neutral
"03926-207614556-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,angry
"03934-207614564-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Woman,asian,fear
"03909-207614539-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,asian,sad
"03953-207614583-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,middle eastern,neutral
"03923-207614553-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,fear
"03951-207614581-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,sad
"03906-207614536-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",38,Man,white,sad
"03966-207614596-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 173, 'y': 257, 'w': 32, 'h': 32}",33,Man,white,neutral
"03956-207614586-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 105, 'y': 361, 'w': 78, 'h': 78}",24,Man,white,sad
"03914-207614544-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 135, 'y': 60, 'w': 217, 'h': 217}",39,Man,white,neutral
"03976-207614606-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 198, 'y': 256, 'w': 89, 'h': 89}",22,Man,asian,happy
"03973-207614603-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 53, 'y': 201, 'w': 77, 'h': 77}",31,Man,white,fear
"03895-207614525-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 243, 'y': 140, 'w': 41, 'h': 41}",36,Woman,white,sad
"03987-207614617-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 81, 'y': 225, 'w': 156, 'h': 156}",27,Man,white,happy
"03980-207614610-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 332, 'y': 212, 'w': 86, 'h': 86}",34,Man,middle eastern,happy
"03921-207614551-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 166, 'y': 43, 'w': 179, 'h': 179}",32,Man,white,neutral
"03907-207614537-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,black,fear
"03964-207614594-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 27, 'y': 76, 'w': 144, 'h': 144}",32,Man,white,happy
"03961-207614591-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,middle eastern,surprise
"03930-207614560-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,neutral
"03939-207614569-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,middle eastern,sad
"03903-207614533-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,fear
"03898-207614528-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 259, 'y': 134, 'w': 51, 'h': 51}",42,Man,asian,happy
"03985-207614615-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,fear
"03963-207614593-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,neutral
"03916-207614546-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 268, 'y': 90, 'w': 107, 'h': 107}",33,Man,middle eastern,happy
"03982-207614612-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,asian,neutral
"03974-207614604-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 184, 'y': 81, 'w': 182, 'h': 182}",28,Man,white,happy
"03957-207614587-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,black,happy
"03905-207614535-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 22, 'y': 159, 'w': 103, 'h': 103}",30,Man,latino hispanic,happy
"03925-207614555-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,middle eastern,neutral
"03986-207614616-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 87, 'y': 74, 'w': 133, 'h': 133}",27,Man,asian,neutral
"03931-207614561-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,happy
"03924-207614554-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 71, 'y': 24, 'w': 354, 'h': 354}",25,Man,white,sad
"03983-207614613-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 344, 'y': 57, 'w': 87, 'h': 87}",39,Woman,white,neutral
"03988-207614618-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,middle eastern,neutral
